time,[BMS] Auxillary Battery Voltage (V),[BMS] Battery Current (A),[BMS] Battery DC Voltage (V),[BMS] Battery Fan Duty Feedback (%),[BMS] Battery Fan Feedback (Hz),[BMS] Battery Fan Status (),[BMS] Battery Inlet Temperature (℃),[BMS] Battery management (),[BMS] Battery Max Temperature (℃),[BMS] Battery Min Temperature (℃),[BMS] Battery Pack B01 (℃),[BMS] Battery Pack B02 (℃),[BMS] Battery Pack B03 (℃),[BMS] Battery Pack B04 (℃),[BMS] Battery Pack B05 (℃),[BMS] Battery Power (kW),[BMS] Battery temperature at WCS input (℃),[BMS] Battery temperature PRA (℃),[BMS] Battery work time total (h) (h),[BMS] Battery work time total (sec.) (sec.),[BMS] BMS Ignition (),[BMS] BMS Main Relay (),[BMS] CALC Average Cell Voltage 58kWh (V),[BMS] CALC Average Cell Voltage 72kWh (V),[BMS] CALC Average Cell Voltage 77kWh (V),[BMS] Coolant temperature 2 (℃),[BMS] Cumulative Charge Current (Ah),[BMS] Cumulative Discharge Current (Ah),[BMS] Cumulative Energy Charged (kWh),[BMS] Cumulative Energy Discharged (kWh),[BMS] DATC A/C Compressor operation RPM var.1 (rpm),[BMS] Drive Motor Speed 1 (rpm),[BMS] Drive Motor Speed 2 (rpm),[BMS] HV_Charging (),[BMS] Inverter Capacitor Voltage (V),[BMS] Isolation Resistance (kOhm),[BMS] Maximum Cell Voltage (V),[BMS] Maximum Cell Voltage No (),[BMS] Minimum Cell Voltage (V),[BMS] Minimum Cell Voltage No (),[BMS] Normal Charge Port (),[BMS] Operating Time (Hours),[BMS] Rapid Charge Port (),[BMS] State of Charge BMS (%),[HVAC] Coolant temperature #1 (℃),[HVAC] Coolant temperature 1 (℃),[HVAC] Evaporator Temperature (℃),[HVAC] Humidity sensor for automatic defogger (%),[HVAC] Indoor Temperature (℃),[HVAC] Interior temperature: driver legs vent (℃),[HVAC] Interior temperature: driver vent (℃),[HVAC] Interior temperature: front (℃),[HVAC] Inverter temperature (℃),[HVAC] Outdoor Temperature (℃),[HVAC] Outside temperature (℃),[HVAC] Real Vehicle Speed (km/h),[ICCU] Aux. Battery Current (A),[ICCU] Aux. Battery State of Charge (%),[ICCU] Aux. Battery Temperature (℃),[ICCU] Aux. Battery Voltage (V),[ICCU] LDC Input Voltage (V),[ICCU] LDC Output Current (A),[ICCU] LDC Output Voltage (V),[ICCU] LDC Temperature (℃),[PS] Absolute wheels turn angle (°),[PS] MDPS motor current (A),[VCMS] 400V Relay On/Off request (),[VCMS] 400V Relay Status (),[VCMS] AC Charger current (A),[VCMS] AC Charging Counter (),[VCMS] AC Charging Time (Hours),[VCMS] AC Charging Time after plug-in (min),[VCMS] AC Inlet temperature 1 (℃),[VCMS] Battery main relay status (),[VCMS] BMS Target current (A),[VCMS] BMS Target voltage (V),[VCMS] Charging socket connected (),[VCMS] CP duty cycle (%),[VCMS] CP voltage (V),[VCMS] Cumulative DC Charging time (h),[VCMS] DC Charger current capability (A),[VCMS] DC Charging counter (),[VCMS] DC Charging time after plug-in (min),[VCMS] DC Inlet Temperature 1 (℃),[VCMS] DC Inlet Temperature 2 (℃),[VCMS] EV Max Current (A),[VCMS] EV Max Voltage (V),[VCMS] EVSE Current regulation tolerance Value (A),[VCMS] EVSE Delivered Power Value (Wh),[VCMS] EVSE Main Power (kW),[VCMS] EVSE Maximum Current Value (A),[VCMS] EVSE Maximum Power value (W),[VCMS] EVSE Maximum Voltage Value (V),[VCMS] EVSE Minimum Current Value (A),[VCMS] EVSE Minimum Voltage Value (V),[VCMS] EVSE Output Current (A),[VCMS] EVSE Output Voltage (V),[VCMS] EVSE Target Current (A),[VCMS] EVSE Target Voltage (V),[VCMS] HV Battery SoC (%),[VCMS] HV Battery Voltage (V),[VCMS] PD voltage (V),[VCS] Accelerator pedal position (%),[VCS] Aux. battery voltage (V),[VCS] Vehicle speed (high res.) (km/h),Average speed (km/h),DC Charger Power (kW),Distance travelled (km),Distance travelled (total) (km),EV Instant Energy Consumption (km/kWh),EV Instant Energy Consumption [kWh/100km] (kWh/100km),HV EV Battery Power (kW),Hybrid/EV Charger Power (kW),Vehicle acceleration (g),12V device load (A)
10.0,14.1,0.7,730.2,0.0,0.0,0.0,15.0,20.0,20.0,17.0,20.0,18.0,17.0,19.0,19.0,0.51114,15.0,26.0,1036.31361111111,3730729.0,0.0,0.0,5.07083333333333,4.05666666666667,3.803125,15.0,1590.6,1554.9,1188.6,1125.0,0.0,0.0,0.0,0.0,729.0,2639.0,3.8,24.0,3.78,149.0,0.0,1036.31361111111,0.0,56.5,18.0,18.0,15.5,59.0,22.5,20.5,19.5,22.5,20.0,13.5,13.5,0.0,15.24,91.0,20.5,14.611,734.1,32.55,14.797,22.0,-1.5,3.0,0.0,0.0,0.0,15.0,74.0,0.0,20.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,20.0,20.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,730.2,4.442,0.0,14.5703837,0.0,0.0,0.0,0.0,0.0,0.0,,0.51114,0.0,0.0,17.309999999999995
11.0,14.1,0.7,730.2,0.0,0.0,0.0,15.0,20.0,20.0,17.0,20.0,18.0,17.0,19.0,19.0,0.51114,15.0,26.0,1036.31416666667,3730731.0,0.0,0.0,5.07083333333333,4.05666666666667,3.803125,15.0,1590.6,1554.9,1188.6,1125.0,0.0,0.0,0.0,0.0,729.0,2639.0,3.8,24.0,3.78,64.0,0.0,1036.31416666667,0.0,56.5,18.0,18.0,15.5,59.0,22.5,20.5,19.0,22.5,20.0,13.5,13.5,0.0,14.5,91.0,20.5,14.581,733.9,34.97,14.767,22.0,-1.5,3.0,0.0,0.0,0.0,15.0,74.0,0.0,20.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,20.0,20.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,730.2,4.442,0.0,14.5703837,0.0,0.0,0.0,0.0,0.0,0.0,,0.51114,0.0,0.0,20.47
12.0,14.1,0.7,730.2,0.0,0.0,0.0,15.0,20.0,20.0,17.0,20.0,18.0,17.0,19.0,19.0,0.51114,15.0,26.0,1036.31416666667,3730731.0,0.0,0.0,5.07083333333333,4.05666666666667,3.803125,15.0,1590.6,1554.9,1188.6,1125.0,0.0,0.0,0.0,0.0,729.0,2639.0,3.8,24.0,3.78,64.0,0.0,1036.31416666667,0.0,56.5,18.0,18.0,15.5,59.0,22.5,20.5,19.0,22.5,20.0,13.5,13.5,0.0,14.5,91.0,20.5,14.581,733.9,34.97,14.767,22.0,-1.5,3.0,0.0,0.0,0.0,15.0,74.0,0.0,20.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,20.0,20.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,730.2,4.442,0.0,14.4815131,0.0,0.0,0.0,0.0,0.0,0.0,,0.51114,0.0,0.0,20.47
13.0,14.1,0.7,730.2,0.0,0.0,0.0,15.0,20.0,20.0,17.0,20.0,18.0,17.0,19.0,19.0,0.51114,15.0,26.0,1036.31472222222,3730733.0,0.0,0.0,5.07083333333333,4.05666666666667,3.803125,15.0,1590.6,1554.9,1188.6,1125.0,0.0,0.0,0.0,0.0,729.0,2639.0,3.8,24.0,3.78,64.0,0.0,1036.31472222222,0.0,56.5,18.0,18.0,15.5,59.0,22.5,20.5,19.0,22.5,20.0,13.5,13.5,0.0,14.55,91.0,20.5,14.598,734.1,32.26,14.79,22.0,-1.5,3.0,0.0,0.0,0.0,15.0,74.0,0.0,20.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,20.0,20.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,730.2,4.442,0.0,14.4815131,0.0,0.0,0.0,0.0,0.0,0.0,,0.51114,0.0,0.0,17.709999999999997
14.0,14.1,0.7,730.2,0.0,0.0,0.0,15.0,20.0,20.0,17.0,20.0,18.0,17.0,19.0,19.0,0.51114,15.0,26.0,1036.31472222222,3730733.0,0.0,0.0,5.07083333333333,4.05666666666667,3.803125,15.0,1590.6,1554.9,1188.6,1125.0,0.0,0.0,0.0,0.0,729.0,2639.0,3.8,24.0,3.78,64.0,0.0,1036.31472222222,0.0,56.5,18.0,18.0,15.5,59.0,22.5,20.5,19.0,22.5,20.0,13.5,13.5,0.0,14.55,91.0,20.5,14.598,734.1,32.26,14.79,22.0,-1.5,3.0,0.0,0.0,0.0,15.0,74.0,0.0,20.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,20.0,20.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,730.2,4.442,0.0,14.55134,0.0,0.0,0.0,0.0,0.0,0.0,,0.51114,0.0,0.0,17.709999999999997
15.0,14.1,0.7,730.2,0.0,0.0,0.0,15.0,20.0,20.0,17.0,20.0,18.0,17.0,19.0,19.0,0.51114,15.0,26.0,1036.31527777778,3730735.0,0.0,0.0,5.07083333333333,4.05666666666667,3.803125,15.0,1590.6,1554.9,1188.6,1125.0,0.0,0.0,0.0,0.0,729.0,2639.0,3.8,24.0,3.78,64.0,0.0,1036.31527777778,0.0,56.5,18.0,18.0,15.5,59.0,22.5,20.5,19.0,22.5,20.0,13.5,13.5,0.0,14.59,91.0,20.5,14.599,734.1,31.76,14.77,22.0,-1.5,3.0,0.0,0.0,0.0,15.0,74.0,0.0,20.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,20.0,20.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,730.2,4.442,0.0,14.55134,0.0,0.0,0.0,0.0,0.0,0.0,,0.51114,0.0,0.0,17.17
16.0,14.1,0.7,730.2,0.0,0.0,0.0,15.0,20.0,20.0,17.0,20.0,18.0,17.0,19.0,19.0,0.51114,15.0,26.0,1036.31527777778,3730735.0,0.0,0.0,5.07083333333333,4.05666666666667,3.803125,15.0,1590.6,1554.9,1188.6,1125.0,0.0,0.0,0.0,0.0,729.0,2639.0,3.8,24.0,3.78,64.0,0.0,1036.31527777778,0.0,56.5,18.0,18.0,15.5,59.0,22.5,20.5,19.0,22.5,20.0,13.5,13.5,0.0,14.59,91.0,20.5,14.599,734.1,31.76,14.77,22.0,-1.5,3.0,0.0,0.0,0.0,15.0,74.0,0.0,20.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,20.0,20.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,730.2,4.44,0.0,14.5205771,0.0,0.0,0.0,0.0,0.0,0.0,,0.51114,0.0,0.0,17.17
17.0,14.0,0.7,730.2,0.0,0.0,0.0,15.0,20.0,20.0,17.0,20.0,18.0,17.0,19.0,19.0,0.51114,15.0,26.0,1036.31583333333,3730737.0,0.0,0.0,5.07083333333333,4.05666666666667,3.803125,15.0,1590.6,1554.9,1188.6,1125.0,0.0,0.0,0.0,0.0,729.0,2639.0,3.8,24.0,3.78,64.0,0.0,1036.31583333333,0.0,56.5,18.0,18.0,15.5,59.0,22.5,20.5,19.0,22.5,20.0,13.5,13.5,0.0,14.84,91.0,20.5,14.598,733.9,31.87,14.807,22.0,-1.5,3.0,0.0,0.0,0.0,15.0,74.0,0.0,20.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,20.0,20.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,730.2,4.44,0.0,14.5205771,0.0,0.0,0.0,0.0,0.0,0.0,,0.51114,0.0,0.0,17.03
18.0,14.0,0.7,730.2,0.0,0.0,0.0,15.0,20.0,20.0,17.0,20.0,18.0,17.0,19.0,19.0,0.51114,15.0,26.0,1036.31583333333,3730737.0,0.0,0.0,5.07083333333333,4.05666666666667,3.803125,15.0,1590.6,1554.9,1188.6,1125.0,0.0,0.0,0.0,0.0,729.0,2639.0,3.8,24.0,3.78,64.0,0.0,1036.31583333333,0.0,56.5,18.0,18.0,15.5,59.0,22.5,20.5,19.0,22.5,20.0,13.5,13.5,0.0,14.84,91.0,20.5,14.598,733.9,31.87,14.807,22.0,-1.5,3.0,0.0,0.0,0.0,15.0,74.0,0.0,20.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,20.0,20.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,730.2,4.441,0.0,14.55134,0.0,0.0,0.0,0.0,0.0,0.0,,0.51114,0.0,0.0,17.03
19.0,14.1,0.6,730.2,0.0,0.0,0.0,15.0,20.0,20.0,17.0,20.0,18.0,17.0,19.0,19.0,0.43812,15.0,26.0,1036.31638888889,3730739.0,0.0,0.0,5.07083333333333,4.05666666666667,3.803125,15.0,1590.6,1554.9,1188.6,1125.0,0.0,0.0,0.0,0.0,729.0,2634.0,3.8,24.0,3.78,64.0,0.0,1036.31638888889,0.0,56.5,18.0,18.0,15.5,59.0,22.5,20.5,19.0,22.5,20.0,13.5,13.5,0.0,14.22,91.0,20.5,14.601,734.1,31.98,14.795,22.0,-1.4,3.0,0.0,0.0,0.0,15.0,74.0,0.0,20.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,20.0,20.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,730.2,4.441,0.0,14.55134,0.0,0.0,0.0,0.0,0.0,0.0,,0.43812,0.0,0.0,17.759999999999998
20.0,14.1,0.6,730.2,0.0,0.0,0.0,15.0,20.0,20.0,17.0,20.0,18.0,17.0,19.0,19.0,0.43812,15.0,26.0,1036.31638888889,3730739.0,0.0,0.0,5.07083333333333,4.05666666666667,3.803125,15.0,1590.6,1554.9,1188.6,1125.0,0.0,0.0,0.0,0.0,729.0,2634.0,3.8,24.0,3.78,64.0,0.0,1036.31638888889,0.0,56.5,18.0,18.0,15.5,59.0,22.5,20.5,19.0,22.5,20.0,13.5,13.5,0.0,14.22,91.0,20.5,14.601,734.1,31.98,14.795,22.0,-1.4,3.0,0.0,0.0,0.0,15.0,74.0,0.0,20.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,20.0,20.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,730.2,4.442,0.0,14.55134,0.0,0.0,0.0,0.0,0.0,0.0,,0.43812,0.0,0.0,17.759999999999998
