time,[BMS] Auxillary Battery Voltage (V),[BMS] Battery Current (A),[BMS] Battery DC Voltage (V),[BMS] Battery Fan Duty Feedback (%),[BMS] Battery Fan Feedback (Hz),[BMS] Battery Fan Status (),[BMS] Battery Inlet Temperature (℃),[BMS] Battery management (),[BMS] Battery Max Temperature (℃),[BMS] Battery Min Temperature (℃),[BMS] Battery Pack B01 (℃),[BMS] Battery Pack B02 (℃),[BMS] Battery Pack B03 (℃),[BMS] Battery Pack B04 (℃),[BMS] Battery Pack B05 (℃),[BMS] Battery Power (kW),[BMS] Battery temperature at WCS input (℃),[BMS] Battery temperature PRA (℃),[BMS] Battery work time total (h) (h),[BMS] Battery work time total (sec.) (sec.),[BMS] BMS Ignition (),[BMS] BMS Main Relay (),[BMS] CALC Average Cell Voltage 58kWh (V),[BMS] CALC Average Cell Voltage 72kWh (V),[BMS] CALC Average Cell Voltage 77kWh (V),[BMS] Coolant temperature 2 (℃),[BMS] Cumulative Charge Current (Ah),[BMS] Cumulative Discharge Current (Ah),[BMS] Cumulative Energy Charged (kWh),[BMS] Cumulative Energy Discharged (kWh),[BMS] DATC A/C Compressor operation RPM var.1 (rpm),[BMS] Drive Motor Speed 1 (rpm),[BMS] Drive Motor Speed 2 (rpm),[BMS] HV_Charging (),[BMS] Inverter Capacitor Voltage (V),[BMS] Isolation Resistance (kOhm),[BMS] Maximum Cell Voltage (V),[BMS] Maximum Cell Voltage No (),[BMS] Minimum Cell Voltage (V),[BMS] Minimum Cell Voltage No (),[BMS] Normal Charge Port (),[BMS] Operating Time (Hours),[BMS] Rapid Charge Port (),[BMS] State of Charge BMS (%),[HVAC] Coolant temperature #1 (℃),[HVAC] Coolant temperature 1 (℃),[HVAC] Evaporator Temperature (℃),[HVAC] Humidity sensor for automatic defogger (%),[HVAC] Indoor Temperature (℃),[HVAC] Interior temperature: driver legs vent (℃),[HVAC] Interior temperature: driver vent (℃),[HVAC] Interior temperature: front (℃),[HVAC] Inverter temperature (℃),[HVAC] Outdoor Temperature (℃),[HVAC] Outside temperature (℃),[HVAC] Real Vehicle Speed (km/h),[ICCU] Aux. Battery Current (A),[ICCU] Aux. Battery State of Charge (%),[ICCU] Aux. Battery Temperature (℃),[ICCU] Aux. Battery Voltage (V),[ICCU] LDC Input Voltage (V),[ICCU] LDC Output Current (A),[ICCU] LDC Output Voltage (V),[ICCU] LDC Temperature (℃),[PS] Absolute wheels turn angle (°),[PS] MDPS motor current (A),[VCMS] 400V Relay On/Off request (),[VCMS] 400V Relay Status (),[VCMS] AC Charger current (A),[VCMS] AC Charging Counter (),[VCMS] AC Charging Time (Hours),[VCMS] AC Charging Time after plug-in (min),[VCMS] AC Inlet temperature 1 (℃),[VCMS] Battery main relay status (),[VCMS] BMS Target current (A),[VCMS] BMS Target voltage (V),[VCMS] Charging socket connected (),[VCMS] CP duty cycle (%),[VCMS] CP voltage (V),[VCMS] Cumulative DC Charging time (h),[VCMS] DC Charger current capability (A),[VCMS] DC Charging counter (),[VCMS] DC Charging time after plug-in (min),[VCMS] DC Inlet Temperature 1 (℃),[VCMS] DC Inlet Temperature 2 (℃),[VCMS] EV Max Current (A),[VCMS] EV Max Voltage (V),[VCMS] EVSE Current regulation tolerance Value (A),[VCMS] EVSE Delivered Power Value (Wh),[VCMS] EVSE Main Power (kW),[VCMS] EVSE Maximum Current Value (A),[VCMS] EVSE Maximum Power value (W),[VCMS] EVSE Maximum Voltage Value (V),[VCMS] EVSE Minimum Current Value (A),[VCMS] EVSE Minimum Voltage Value (V),[VCMS] EVSE Output Current (A),[VCMS] EVSE Output Voltage (V),[VCMS] EVSE Target Current (A),[VCMS] EVSE Target Voltage (V),[VCMS] HV Battery SoC (%),[VCMS] HV Battery Voltage (V),[VCMS] PD voltage (V),[VCS] Accelerator pedal position (%),[VCS] Aux. battery voltage (V),[VCS] Vehicle speed (high res.) (km/h),Average speed (km/h),DC Charger Power (kW),Distance travelled (km),Distance travelled (total) (km),EV Instant Energy Consumption (km/kWh),EV Instant Energy Consumption [kWh/100km] (kWh/100km),HV EV Battery Power (kW),Hybrid/EV Charger Power (kW),Vehicle acceleration (g),12V device load (A)
10.0,13.4,0.6,740.9,0.0,0.0,0.0,20.0,20.0,22.0,20.0,21.0,21.0,20.0,20.0,20.0,0.44454,21.0,34.0,1034.80833333333,3725310.0,0.0,0.0,5.14513888888889,4.11611111111111,3.85885416666667,21.0,1588.1,1548.4,1186.8,1120.3,0.0,0.0,0.0,0.0,740.0,2539.0,3.86,22.0,3.84,61.0,0.0,1034.80833333333,0.0,60.0,22.0,22.0,23.5,53.0,25.0,25.5,26.5,25.0,25.0,19.0,19.0,0.0,11.89,92.0,21.0,13.808,744.0,33.52,13.996,24.0,-2.0,3.0,0.0,0.0,0.0,15.0,74.0,0.0,23.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,23.0,23.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,59.5,740.9,4.443,0.0,13.7705483,0.0,0.0,0.0,0.0,0.0,0.0,,0.44454,0.0,0.0,21.630000000000003
11.0,13.4,0.6,740.9,0.0,0.0,0.0,20.0,20.0,22.0,20.0,21.0,21.0,20.0,20.0,20.0,0.44454,21.0,34.0,1034.80888888889,3725312.0,0.0,0.0,5.14513888888889,4.11611111111111,3.85885416666667,21.0,1588.1,1548.4,1186.8,1120.3,0.0,0.0,0.0,0.0,740.0,2512.0,3.86,12.0,3.84,2.0,0.0,1034.80888888889,0.0,60.0,22.0,22.0,23.5,53.0,25.0,25.5,26.5,25.0,25.0,19.0,19.0,0.0,11.89,92.0,21.0,13.808,744.0,33.52,13.996,24.0,-2.0,3.0,0.0,0.0,0.0,15.0,74.0,0.0,23.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,23.0,23.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,59.5,740.9,4.443,0.0,13.7705483,0.0,0.0,0.0,0.0,0.0,0.0,,0.44454,0.0,0.0,21.630000000000003
12.0,13.4,0.6,740.9,0.0,0.0,0.0,20.0,20.0,22.0,20.0,21.0,21.0,20.0,20.0,20.0,0.44454,21.0,34.0,1034.80888888889,3725312.0,0.0,0.0,5.14513888888889,4.11611111111111,3.85885416666667,21.0,1588.1,1548.4,1186.8,1120.3,0.0,0.0,0.0,0.0,740.0,2512.0,3.86,12.0,3.84,2.0,0.0,1034.80888888889,0.0,60.0,22.0,22.0,23.5,53.0,25.0,25.5,26.5,25.0,25.0,19.0,19.0,0.0,11.4,92.0,21.0,13.812,744.0,32.87,14.001,24.0,-2.0,3.0,0.0,0.0,0.0,15.0,74.0,0.0,23.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,23.0,23.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,59.5,740.9,4.443,0.0,13.7705483,0.0,0.0,0.0,0.0,0.0,0.0,,0.44454,0.0,0.0,21.47
13.0,13.4,0.6,740.9,0.0,0.0,0.0,20.0,20.0,22.0,20.0,21.0,21.0,20.0,20.0,20.0,0.44454,21.0,34.0,1034.80944444444,3725314.0,0.0,0.0,5.14513888888889,4.11611111111111,3.85885416666667,21.0,1588.1,1548.4,1186.8,1120.3,0.0,0.0,0.0,0.0,740.0,2512.0,3.86,22.0,3.84,61.0,0.0,1034.80944444444,0.0,60.0,22.0,22.0,23.5,53.0,24.5,25.5,26.0,24.5,25.0,19.0,19.0,0.0,11.4,92.0,21.0,13.812,744.0,32.87,14.001,24.0,-2.0,3.0,0.0,0.0,0.0,15.0,74.0,0.0,23.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,23.0,23.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,59.5,740.9,4.443,0.0,13.7705483,0.0,0.0,0.0,0.0,0.0,0.0,,0.44454,0.0,0.0,21.47
14.0,13.4,0.6,740.9,0.0,0.0,0.0,20.0,20.0,22.0,20.0,21.0,21.0,20.0,20.0,20.0,0.44454,21.0,34.0,1034.80944444444,3725314.0,0.0,0.0,5.14513888888889,4.11611111111111,3.85885416666667,21.0,1588.1,1548.4,1186.8,1120.3,0.0,0.0,0.0,0.0,740.0,2512.0,3.86,22.0,3.84,61.0,0.0,1034.80944444444,0.0,60.0,22.0,22.0,23.5,53.0,24.5,25.5,26.0,24.5,25.0,19.0,19.0,0.0,10.94,92.0,21.0,13.815,744.0,32.58,13.994,24.0,-2.1,3.0,0.0,0.0,0.0,15.0,74.0,0.0,23.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,23.0,23.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,59.5,740.9,4.443,0.0,13.7803143,0.0,0.0,0.0,0.0,0.0,0.0,,0.44454,0.0,0.0,21.64
15.0,13.3,0.6,740.9,0.0,0.0,0.0,20.0,20.0,22.0,20.0,21.0,21.0,20.0,20.0,20.0,0.44454,21.0,34.0,1034.81,3725316.0,0.0,0.0,5.14513888888889,4.11611111111111,3.85885416666667,21.0,1588.1,1548.4,1186.8,1120.3,0.0,0.0,0.0,0.0,740.0,2512.0,3.86,23.0,3.84,2.0,0.0,1034.81,0.0,60.0,22.0,22.0,23.5,53.0,24.5,25.5,26.0,24.5,25.0,19.0,19.0,0.0,10.32,92.0,21.0,13.801,744.0,31.88,13.984,24.0,-2.1,3.0,0.0,0.0,0.0,15.0,74.0,0.0,23.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,23.0,23.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,59.5,740.9,4.443,0.0,13.7803143,0.0,0.0,0.0,0.0,0.0,0.0,,0.44454,0.0,0.0,21.56
16.0,13.3,0.6,740.9,0.0,0.0,0.0,20.0,20.0,22.0,20.0,21.0,21.0,20.0,20.0,20.0,0.44454,21.0,34.0,1034.81,3725316.0,0.0,0.0,5.14513888888889,4.11611111111111,3.85885416666667,21.0,1588.1,1548.4,1186.8,1120.3,0.0,0.0,0.0,0.0,740.0,2512.0,3.86,23.0,3.84,2.0,0.0,1034.81,0.0,60.0,22.0,22.0,23.5,53.0,24.5,25.5,26.0,24.5,25.0,19.0,19.0,0.0,10.32,92.0,21.0,13.801,744.0,31.88,13.984,24.0,-2.2,3.0,0.0,0.0,0.0,15.0,74.0,0.0,23.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,23.0,23.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,59.5,740.9,4.443,0.0,13.7612706,0.0,0.0,0.0,0.0,0.0,0.0,,0.44454,0.0,0.0,21.56
17.0,13.3,0.6,740.9,0.0,0.0,0.0,20.0,20.0,22.0,20.0,21.0,21.0,20.0,20.0,20.0,0.44454,21.0,34.0,1034.81055555556,3725318.0,0.0,0.0,5.14513888888889,4.11611111111111,3.85885416666667,21.0,1588.1,1548.4,1186.8,1120.3,0.0,0.0,0.0,0.0,740.0,2512.0,3.86,22.0,3.84,61.0,0.0,1034.81055555556,0.0,60.0,22.0,22.0,23.5,53.0,24.5,25.5,26.0,24.5,25.0,19.0,19.0,0.0,9.97000000000003,92.0,21.0,13.803,744.0,31.38,13.98,24.0,-2.2,3.0,0.0,0.0,0.0,15.0,74.0,0.0,23.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,23.0,23.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,59.5,740.9,4.442,0.0,13.7612706,0.0,0.0,0.0,0.0,0.0,0.0,,0.44454,0.0,0.0,21.409999999999968
18.0,13.3,0.6,740.9,0.0,0.0,0.0,20.0,20.0,22.0,20.0,21.0,21.0,20.0,20.0,20.0,0.44454,21.0,34.0,1034.81055555556,3725318.0,0.0,0.0,5.14513888888889,4.11611111111111,3.85885416666667,21.0,1588.1,1548.4,1186.8,1120.3,0.0,0.0,0.0,0.0,740.0,2512.0,3.86,22.0,3.84,61.0,0.0,1034.81055555556,0.0,60.0,22.0,22.0,23.5,53.0,24.5,25.5,26.0,24.5,25.0,19.0,19.0,0.0,9.97000000000003,92.0,21.0,13.803,744.0,31.38,13.98,24.0,-2.1,3.0,0.0,0.0,0.0,15.0,74.0,0.0,23.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,23.0,23.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,59.5,740.9,4.442,0.0,13.7705483,0.0,0.0,0.0,0.0,0.0,0.0,,0.44454,0.0,0.0,21.409999999999968
19.0,13.3,0.5,740.9,0.0,0.0,0.0,20.0,20.0,22.0,20.0,21.0,21.0,20.0,20.0,20.0,0.37045,21.0,34.0,1034.81111111111,3725320.0,0.0,0.0,5.14513888888889,4.11611111111111,3.85885416666667,21.0,1588.1,1548.4,1186.8,1120.3,0.0,0.0,0.0,0.0,739.0,2512.0,3.86,22.0,3.84,61.0,0.0,1034.81111111111,0.0,60.0,22.0,22.0,23.5,53.0,24.5,25.5,26.0,24.5,25.0,19.0,19.0,0.0,9.60000000000002,92.0,21.0,13.805,744.0,30.74,13.979,24.0,-2.1,3.0,0.0,0.0,0.0,15.0,74.0,0.0,23.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,23.0,23.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,59.5,740.9,4.442,0.0,13.7705483,0.0,0.0,0.0,0.0,0.0,0.0,,0.44454,0.0,0.0,21.13999999999998
