time,[BMS] Auxillary Battery Voltage (V),[BMS] Battery Current (A),[BMS] Battery DC Voltage (V),[BMS] Battery Fan Duty Feedback (%),[BMS] Battery Fan Feedback (Hz),[BMS] Battery Fan Status (),[BMS] Battery Inlet Temperature (℃),[BMS] Battery management (),[BMS] Battery Max Temperature (℃),[BMS] Battery Min Temperature (℃),[BMS] Battery Pack B01 (℃),[BMS] Battery Pack B02 (℃),[BMS] Battery Pack B03 (℃),[BMS] Battery Pack B04 (℃),[BMS] Battery Pack B05 (℃),[BMS] Battery Power (kW),[BMS] Battery temperature at WCS input (℃),[BMS] Battery temperature PRA (℃),[BMS] Battery work time total (h) (h),[BMS] Battery work time total (sec.) (sec.),[BMS] BMS Ignition (),[BMS] BMS Main Relay (),[BMS] CALC Average Cell Voltage 58kWh (V),[BMS] CALC Average Cell Voltage 72kWh (V),[BMS] CALC Average Cell Voltage 77kWh (V),[BMS] Coolant temperature 2 (℃),[BMS] Cumulative Charge Current (Ah),[BMS] Cumulative Discharge Current (Ah),[BMS] Cumulative Energy Charged (kWh),[BMS] Cumulative Energy Discharged (kWh),[BMS] DATC A/C Compressor operation RPM var.1 (rpm),[BMS] Drive Motor Speed 1 (rpm),[BMS] Drive Motor Speed 2 (rpm),[BMS] HV_Charging (),[BMS] Inverter Capacitor Voltage (V),[BMS] Isolation Resistance (kOhm),[BMS] Maximum Cell Voltage (V),[BMS] Maximum Cell Voltage No (),[BMS] Minimum Cell Voltage (V),[BMS] Minimum Cell Voltage No (),[BMS] Normal Charge Port (),[BMS] Operating Time (Hours),[BMS] Rapid Charge Port (),[BMS] State of Charge BMS (%),[HVAC] Coolant temperature #1 (℃),[HVAC] Coolant temperature 1 (℃),[HVAC] Evaporator Temperature (℃),[HVAC] Humidity sensor for automatic defogger (%),[HVAC] Indoor Temperature (℃),[HVAC] Interior temperature: driver legs vent (℃),[HVAC] Interior temperature: driver vent (℃),[HVAC] Interior temperature: front (℃),[HVAC] Inverter temperature (℃),[HVAC] Outdoor Temperature (℃),[HVAC] Outside temperature (℃),[HVAC] Real Vehicle Speed (km/h),[ICCU] Aux. Battery Current (A),[ICCU] Aux. Battery State of Charge (%),[ICCU] Aux. Battery Temperature (℃),[ICCU] Aux. Battery Voltage (V),[ICCU] LDC Input Voltage (V),[ICCU] LDC Output Current (A),[ICCU] LDC Output Voltage (V),[ICCU] LDC Temperature (℃),[PS] Absolute wheels turn angle (°),[PS] MDPS motor current (A),[VCMS] 400V Relay On/Off request (),[VCMS] 400V Relay Status (),[VCMS] AC Charger current (A),[VCMS] AC Charging Counter (),[VCMS] AC Charging Time (Hours),[VCMS] AC Charging Time after plug-in (min),[VCMS] AC Inlet temperature 1 (℃),[VCMS] Battery main relay status (),[VCMS] BMS Target current (A),[VCMS] BMS Target voltage (V),[VCMS] Charging socket connected (),[VCMS] CP duty cycle (%),[VCMS] CP voltage (V),[VCMS] Cumulative DC Charging time (h),[VCMS] DC Charger current capability (A),[VCMS] DC Charging counter (),[VCMS] DC Charging time after plug-in (min),[VCMS] DC Inlet Temperature 1 (℃),[VCMS] DC Inlet Temperature 2 (℃),[VCMS] EV Max Current (A),[VCMS] EV Max Voltage (V),[VCMS] EVSE Current regulation tolerance Value (A),[VCMS] EVSE Delivered Power Value (Wh),[VCMS] EVSE Main Power (kW),[VCMS] EVSE Maximum Current Value (A),[VCMS] EVSE Maximum Power value (W),[VCMS] EVSE Maximum Voltage Value (V),[VCMS] EVSE Minimum Current Value (A),[VCMS] EVSE Minimum Voltage Value (V),[VCMS] EVSE Output Current (A),[VCMS] EVSE Output Voltage (V),[VCMS] EVSE Target Current (A),[VCMS] EVSE Target Voltage (V),[VCMS] HV Battery SoC (%),[VCMS] HV Battery Voltage (V),[VCMS] PD voltage (V),[VCS] Accelerator pedal position (%),[VCS] Aux. battery voltage (V),[VCS] Vehicle speed (high res.) (km/h),Average speed (km/h),DC Charger Power (kW),Distance travelled (km),Distance travelled (total) (km),EV Instant Energy Consumption (km/kWh),EV Instant Energy Consumption [kWh/100km] (kWh/100km),HV EV Battery Power (kW),Hybrid/EV Charger Power (kW),Vehicle acceleration (g),12V device load (A)
10.0,13.3,0.7,738.1,0.0,0.0,0.0,18.0,20.0,23.0,22.0,22.0,22.0,22.0,22.0,22.0,0.51667,19.0,20.0,1120.8141666666668,4034931.0,0.0,0.0,5.12569444444444,4.10055555555556,3.84427083333333,19.0,1707.2,1666.3,1275.3,1205.0,0.0,0.0,0.0,0.0,737.0,2570.0,3.84,24.0,3.84,64.0,0.0,1120.81416666667,0.0,61.5,21.0,21.0,21.0,71.0,21.0,21.5,21.5,21.0,24.0,17.5,17.5,0.0,17.319999999999993,85.0,22.5,13.805,741.9000000000001,39.51,14.033,25.0,-1.4,3.0,0.0,0.0,0.0,17.0,123.0,0.0,21.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,21.0,21.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,738.1,4.441,0.0,13.7715249,0.0,0.0,0.0,0.0,0.0,0.0,,0.51667,0.0,0.0,22.190000000000005
11.0,13.3,0.8,738.1,0.0,0.0,0.0,18.0,20.0,23.0,22.0,22.0,22.0,22.0,22.0,22.0,0.59048,19.0,20.0,1120.814722222222,4034933.0,0.0,0.0,5.12569444444444,4.10055555555556,3.84427083333333,19.0,1707.2,1666.3,1275.3,1205.0,0.0,0.0,0.0,0.0,737.0,2570.0,3.84,22.0,3.84,2.0,0.0,1120.81472222222,0.0,61.5,21.0,21.0,21.0,71.0,21.0,21.5,21.5,21.0,24.0,17.5,17.5,0.0,17.319999999999993,85.0,22.5,13.805,741.9000000000001,39.51,14.033,25.0,-1.4,3.0,0.0,0.0,0.0,17.0,123.0,0.0,21.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,21.0,21.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,738.2,4.444,0.0,13.7715249,0.0,0.0,0.0,0.0,0.0,0.0,,0.51667,0.0,0.0,22.190000000000005
12.0,13.3,0.8,738.1,0.0,0.0,0.0,18.0,20.0,23.0,22.0,22.0,22.0,22.0,22.0,22.0,0.59048,19.0,20.0,1120.814722222222,4034933.0,0.0,0.0,5.12569444444444,4.10055555555556,3.84427083333333,19.0,1707.2,1666.3,1275.3,1205.0,0.0,0.0,0.0,0.0,737.0,2570.0,3.84,22.0,3.84,2.0,0.0,1120.81472222222,0.0,61.5,21.0,21.0,21.0,71.0,21.0,21.5,21.5,21.0,24.0,17.5,17.5,0.0,16.45999999999998,85.0,22.5,13.794,741.8000000000001,38.97,14.014,25.0,-1.5,3.0,0.0,0.0,0.0,17.0,123.0,0.0,21.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,21.0,21.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,738.2,4.444,0.0,13.7803143,0.0,0.0,0.0,0.0,0.0,0.0,,0.51667,0.0,0.0,22.51000000000002
13.0,13.3,0.8,738.1,0.0,0.0,0.0,18.0,20.0,23.0,22.0,22.0,22.0,22.0,22.0,22.0,0.59048,19.0,20.0,1120.8152777777775,4034935.0,0.0,0.0,5.12569444444444,4.10055555555556,3.84427083333333,19.0,1707.2,1666.3,1275.3,1205.0,0.0,0.0,0.0,0.0,737.0,2570.0,3.84,12.0,3.84,61.0,0.0,1120.81527777778,0.0,61.5,21.0,21.0,21.0,71.0,21.0,21.5,21.5,21.0,24.0,17.5,17.5,0.0,16.45999999999998,85.0,22.5,13.794,741.8000000000001,38.97,14.014,25.0,-1.5,3.0,0.0,0.0,0.0,17.0,123.0,0.0,21.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,21.0,21.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,738.2,4.442,0.0,13.7803143,0.0,0.0,0.0,0.0,0.0,0.0,,0.59048,0.0,0.0,22.51000000000002
14.0,13.3,0.8,738.1,0.0,0.0,0.0,18.0,20.0,23.0,22.0,22.0,22.0,22.0,22.0,22.0,0.59048,19.0,20.0,1120.8152777777775,4034935.0,0.0,0.0,5.12569444444444,4.10055555555556,3.84427083333333,19.0,1707.2,1666.3,1275.3,1205.0,0.0,0.0,0.0,0.0,737.0,2570.0,3.84,12.0,3.84,61.0,0.0,1120.81527777778,0.0,61.5,21.0,21.0,21.0,71.0,21.0,21.5,21.5,21.0,24.0,17.5,17.5,0.0,16.24000000000001,85.0,22.5,13.813,741.7,38.58,14.032,25.0,-1.5,3.0,0.0,0.0,0.0,17.0,123.0,0.0,21.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,21.0,21.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,738.2,4.442,0.0,13.7695717,0.0,0.0,0.0,0.0,0.0,0.0,,0.59048,0.0,0.0,22.33999999999999
15.0,13.3,0.7,738.2,0.0,0.0,0.0,18.0,20.0,23.0,22.0,22.0,22.0,22.0,22.0,22.0,0.51674,19.0,20.0,1120.815833333333,4034937.0,0.0,0.0,5.12638888888889,4.10111111111111,3.84479166666667,19.0,1707.2,1666.3,1275.3,1205.0,0.0,0.0,0.0,0.0,737.0,2570.0,3.84,12.0,3.84,2.0,0.0,1120.81583333333,0.0,61.5,21.0,21.0,21.0,71.0,21.0,21.5,21.5,21.0,24.0,17.5,17.5,0.0,16.24000000000001,85.0,22.5,13.813,741.7,38.58,14.032,25.0,-1.5,3.0,0.0,0.0,0.0,17.0,123.0,0.0,21.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,21.0,21.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,738.1,4.441,0.0,13.7695717,0.0,0.0,0.0,0.0,0.0,0.0,,0.5905600000000001,0.0,0.0,22.33999999999999
16.0,13.3,0.7,738.2,0.0,0.0,0.0,18.0,20.0,23.0,22.0,22.0,22.0,22.0,22.0,22.0,0.51674,19.0,20.0,1120.815833333333,4034937.0,0.0,0.0,5.12638888888889,4.10111111111111,3.84479166666667,19.0,1707.2,1666.3,1275.3,1205.0,0.0,0.0,0.0,0.0,737.0,2570.0,3.84,12.0,3.84,2.0,0.0,1120.81583333333,0.0,61.5,21.0,21.0,21.0,71.0,21.0,21.5,21.5,21.0,24.0,17.5,17.5,0.0,15.410000000000023,85.0,22.5,13.801,741.7,37.56,14.015,25.0,-1.5,3.0,0.0,0.0,0.0,17.0,123.0,0.0,21.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,21.0,21.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,738.1,4.441,0.0,13.770548300000002,0.0,0.0,0.0,0.0,0.0,0.0,,0.5905600000000001,0.0,0.0,22.149999999999977
17.0,13.3,0.7,738.1,0.0,0.0,0.0,18.0,20.0,23.0,22.0,22.0,22.0,22.0,22.0,22.0,0.51667,19.0,20.0,1120.816388888889,4034939.0,0.0,0.0,5.12569444444444,4.10055555555556,3.84427083333333,19.0,1707.2,1666.3,1275.3,1205.0,0.0,0.0,0.0,0.0,737.0,2516.0,3.84,24.0,3.84,181.0,0.0,1120.81638888889,0.0,61.5,21.0,21.0,21.0,71.0,20.5,21.5,21.5,20.5,24.0,17.5,17.5,0.0,15.410000000000023,85.0,22.5,13.801,741.7,37.56,14.015,25.0,-1.5,3.0,0.0,0.0,0.0,17.0,123.0,0.0,21.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,21.0,21.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,738.1,4.441,0.0,13.770548300000002,0.0,0.0,0.0,0.0,0.0,0.0,,0.51667,0.0,0.0,22.149999999999977
18.0,13.3,0.7,738.1,0.0,0.0,0.0,18.0,20.0,23.0,22.0,22.0,22.0,22.0,22.0,22.0,0.51667,19.0,20.0,1120.816388888889,4034939.0,0.0,0.0,5.12569444444444,4.10055555555556,3.84427083333333,19.0,1707.2,1666.3,1275.3,1205.0,0.0,0.0,0.0,0.0,737.0,2516.0,3.84,24.0,3.84,181.0,0.0,1120.81638888889,0.0,61.5,21.0,21.0,21.0,71.0,20.5,21.5,21.5,20.5,24.0,17.5,17.5,0.0,14.930000000000009,85.0,22.5,13.804,741.9000000000001,37.09,14.017,25.0,-1.4,3.0,0.0,0.0,0.0,17.0,123.0,0.0,21.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,21.0,21.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,738.1,4.441,0.0,13.770548300000002,0.0,0.0,0.0,0.0,0.0,0.0,,0.51667,0.0,0.0,22.159999999999997
19.0,13.3,0.7,738.1,0.0,0.0,0.0,18.0,20.0,23.0,22.0,22.0,22.0,22.0,22.0,22.0,0.51667,19.0,20.0,1120.8169444444443,4034941.0,0.0,0.0,5.12569444444444,4.10055555555556,3.84427083333333,19.0,1707.2,1666.3,1275.3,1205.0,0.0,0.0,0.0,0.0,737.0,2516.0,3.84,24.0,3.84,2.0,0.0,1120.81694444444,0.0,61.5,21.0,21.0,21.0,71.0,20.5,21.5,21.5,20.5,24.0,17.5,17.5,0.0,14.930000000000009,85.0,22.5,13.804,741.9000000000001,37.09,14.017,25.0,-1.4,3.0,0.0,0.0,0.0,17.0,123.0,0.0,21.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,21.0,21.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,738.1,4.444,0.0,13.770548300000002,0.0,0.0,0.0,0.0,0.0,0.0,,0.51667,0.0,0.0,22.159999999999997
