time,[BMS] Auxillary Battery Voltage (V),[BMS] Battery Current (A),[BMS] Battery DC Voltage (V),[BMS] Battery Fan Duty Feedback (%),[BMS] Battery Fan Feedback (Hz),[BMS] Battery Fan Status (),[BMS] Battery management (),[BMS] Battery Pack B01 (℉),[BMS] Battery Pack B02 (℉),[BMS] Battery Pack B03 (℉),[BMS] Battery Pack B04 (℉),[BMS] Battery Pack B05 (℉),[BMS] Battery Power (hp),[BMS] Battery temperature at WCS input (℉),[BMS] Battery temperature PRA (℉),[BMS] Battery work time total (h) (h),[BMS] Battery work time total (sec.) (sec.),[BMS] BMS Ignition (),[BMS] BMS Main Relay (),[BMS] CALC Average Cell Voltage 58kWh (V),[BMS] CALC Average Cell Voltage 72kWh (V),[BMS] CALC Average Cell Voltage 77kWh (V),[BMS] Cumulative Charge Current (Ah),[BMS] Cumulative Discharge Current (Ah),[BMS] Cumulative Energy Charged (kWh),[BMS] Cumulative Energy Discharged (kWh),[BMS] DATC A/C Compressor operation RPM var.1 (rpm),[BMS] Drive Motor Speed 1 (rpm),[BMS] Drive Motor Speed 2 (rpm),[BMS] HV_Charging (),[BMS] Inverter Capacitor Voltage (V),[BMS] Isolation Resistance (kOhm),[BMS] Maximum Cell Voltage (V),[BMS] Maximum Cell Voltage No (),[BMS] Minimum Cell Voltage (V),[BMS] Minimum Cell Voltage No (),[BMS] Normal Charge Port (),[BMS] Operating Time (Hours),[BMS] Rapid Charge Port (),[BMS] State of Charge BMS (%),[HVAC] Coolant temperature #1 (℉),[HVAC] Evaporator Temperature (℉),[HVAC] Humidity sensor for automatic defogger (%),[HVAC] Interior temperature: driver legs vent (℉),[HVAC] Interior temperature: driver vent (℉),[HVAC] Interior temperature: front (℉),[HVAC] Outside temperature (℉),[ICCU] Aux. Battery Current (A),[ICCU] Aux. Battery State of Charge (%),[ICCU] Aux. Battery Voltage (V),[ICCU] LDC Input Voltage (V),[ICCU] LDC Output Current (A),[ICCU] LDC Output Voltage (V),[PS] Absolute wheels turn angle (°),[PS] MDPS motor current (A),[VCMS] 400V Relay On/Off request (),[VCMS] 400V Relay Status (),[VCMS] AC Charger current (A),[VCMS] AC Charging Counter (),[VCMS] AC Charging Time (Hours),[VCMS] AC Charging Time after plug-in (min),[VCMS] AC Inlet temperature 1 (℉),[VCMS] Battery main relay status (),[VCMS] BMS Target current (A),[VCMS] BMS Target voltage (V),[VCMS] Charging socket connected (),[VCMS] CP duty cycle (%),[VCMS] CP voltage (V),[VCMS] Cumulative DC Charging time (h),[VCMS] DC Charger current capability (A),[VCMS] DC Charging counter (),[VCMS] DC Charging time after plug-in (min),[VCMS] DC Inlet Temperature 1 (℉),[VCMS] DC Inlet Temperature 2 (℉),[VCMS] EV Max Current (A),[VCMS] EV Max Voltage (V),[VCMS] EVSE Current regulation tolerance Value (A),[VCMS] EVSE Delivered Power Value (Wh),[VCMS] EVSE Main Power (hp),[VCMS] EVSE Maximum Current Value (A),[VCMS] EVSE Maximum Power value (W),[VCMS] EVSE Maximum Voltage Value (V),[VCMS] EVSE Minimum Current Value (A),[VCMS] EVSE Minimum Voltage Value (V),[VCMS] EVSE Output Current (A),[VCMS] EVSE Output Voltage (V),[VCMS] EVSE Target Current (A),[VCMS] EVSE Target Voltage (V),[VCMS] HV Battery SoC (%),[VCMS] HV Battery Voltage (V),[VCMS] PD voltage (V),[VCS] Accelerator pedal position (%),[VCS] Aux. battery voltage (V),Average speed (mph),EV Instant Energy Consumption (km/kWh),EV Instant Energy Consumption [kWh/100km] (mi/kWh),Vehicle acceleration (g),[BMS] Battery Inlet Temperature (℃),[BMS] Battery Max Temperature (℃),[BMS] Battery Min Temperature (℃),[BMS] Coolant temperature 2 (℃),[HVAC] Coolant temperature 1 (℃),[HVAC] Indoor Temperature (℃),[HVAC] Inverter temperature (℃),[HVAC] Outdoor Temperature (℃),[ICCU] Aux. Battery Temperature (℃),[ICCU] LDC Temperature (℃),[VCS] Vehicle speed (high res.) (km/h),[HVAC] Real Vehicle Speed (km/h),Distance travelled (km),Distance travelled (total) (km),HV EV Battery Power (kW),DC Charger Power (kW),Hybrid/EV Charger Power (kW),12V device load (A)
0.0,,,,0.0,,,20.0,,,,,,,60.8,64.4,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,
1.0,13.3,0.8,737.8,0.0,0.0,0.0,20.0,64.4,62.6,62.6,64.4,64.4,0.802503063397456,60.8,64.4,1001.01222222222,3603644.0,0.0,0.0,5.12361111111111,4.09888888888889,3.84270833333333,1565.7,1526.5,1170.7,1104.8,0.0,0.0,0.0,0.0,737.0,2935.0,3.84,24.0,3.84,61.0,0.0,1001.01222222222,0.0,61.0,64.4,63.5,67.0,65.3,68.9,68.0,58.1,18.01,89.0,13.791,741.3,39.43,14.009,-0.2,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,15.0,19.0,17.0,16.0,18.000000000000004,20.0,21.0,14.5,20.0,21.0,,0.0,,,0.0,,,21.419999999999998
2.0,13.3,0.8,737.8,0.0,0.0,0.0,20.0,64.4,62.6,62.6,64.4,64.4,0.802503063397456,60.8,64.4,1001.01222222222,3603644.0,0.0,0.0,5.12361111111111,4.09888888888889,3.84270833333333,1565.7,1526.5,1170.7,1104.8,0.0,0.0,0.0,0.0,737.0,2935.0,3.84,24.0,3.84,61.0,0.0,1001.01222222222,0.0,61.0,64.4,63.5,67.0,65.3,68.9,68.0,58.1,18.01,89.0,13.791,741.3,39.43,14.009,-0.2,3.0,0.0,0.0,,,,,64.4,1.0,,,0.0,,,,,,,64.4,62.6,,,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,,,,,,0.0,13.7305077,,0.0,0.0,,15.0,19.0,17.0,16.0,18.000000000000004,20.0,21.0,14.5,20.0,21.0,0.0,0.0,,,0.0,0.0,0.0,21.419999999999998
3.0,13.3,0.9,737.8,0.0,0.0,0.0,20.0,64.4,64.4,62.6,64.4,64.4,0.902815946322139,60.8,64.4,1001.01277777778,3603646.0,0.0,0.0,5.12361111111111,4.09888888888889,3.84270833333333,1565.7,1526.5,1170.7,1104.8,0.0,0.0,0.0,0.0,737.0,2608.0,3.84,12.0,3.84,64.0,0.0,1001.01277777778,0.0,61.0,64.4,63.5,67.0,65.3,68.9,68.0,58.1,18.01,89.0,13.791,741.3,39.43,14.009,-0.2,3.0,0.0,0.0,0.0,14.0,63.0,0.0,64.4,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,64.4,62.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,737.8,4.444,0.0,13.7305077,,0.0,0.0,,15.0,19.0,17.0,16.0,18.000000000000004,20.0,21.0,14.5,20.0,21.0,0.0,0.0,0.0,0.0,0.5984362888869919,0.0,0.0,21.419999999999998
4.0,13.3,0.9,737.8,0.0,0.0,0.0,20.0,64.4,64.4,62.6,64.4,64.4,0.902815946322139,60.8,64.4,1001.01277777778,3603646.0,0.0,0.0,5.12361111111111,4.09888888888889,3.84270833333333,1565.7,1526.5,1170.7,1104.8,0.0,0.0,0.0,0.0,737.0,2608.0,3.84,12.0,3.84,64.0,0.0,1001.01277777778,0.0,61.0,64.4,63.5,67.0,65.3,68.9,68.0,58.1,16.91,89.0,13.77,741.2,43.66,14.016,-0.2,3.0,0.0,0.0,0.0,14.0,63.0,0.0,64.4,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,64.4,62.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,737.8,4.444,0.0,13.7305077,,0.0,0.0,,15.0,19.0,17.0,16.0,18.000000000000004,20.0,21.0,14.5,20.0,21.0,0.0,0.0,0.0,0.0,0.5984362888869919,0.0,0.0,26.749999999999996
5.0,13.3,0.9,737.8,0.0,0.0,0.0,20.0,64.4,64.4,62.6,64.4,64.4,0.902815946322139,60.8,64.4,1001.01361111111,3603649.0,0.0,0.0,5.12361111111111,4.09888888888889,3.84270833333333,1565.7,1526.5,1170.7,1104.8,0.0,0.0,0.0,0.0,737.0,2608.0,3.84,22.0,3.84,64.0,0.0,1001.01361111111,0.0,61.0,64.4,63.5,67.0,65.3,68.9,68.0,58.1,16.91,89.0,13.77,741.2,43.66,14.016,-0.2,3.0,0.0,0.0,0.0,14.0,63.0,0.0,64.4,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,64.4,62.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,737.8,4.443,0.0,13.7305077,,0.0,0.0,,15.0,19.0,17.0,16.0,18.000000000000004,20.0,21.0,14.5,20.0,21.0,0.0,0.0,0.0,0.0,0.6732408249978657,0.0,0.0,26.749999999999996
6.0,13.3,0.9,737.8,0.0,0.0,0.0,20.0,64.4,64.4,62.6,64.4,64.4,0.902815946322139,60.8,64.4,1001.01361111111,3603649.0,0.0,0.0,5.12361111111111,4.09888888888889,3.84270833333333,1565.7,1526.5,1170.7,1104.8,0.0,0.0,0.0,0.0,737.0,2608.0,3.84,22.0,3.84,64.0,0.0,1001.01361111111,0.0,61.0,64.4,63.5,67.0,65.3,68.9,68.0,58.1,16.44,89.0,13.788,741.3,43.05,14.033,-0.3,3.0,0.0,0.0,0.0,14.0,63.0,0.0,64.4,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,64.4,62.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,737.8,4.443,0.0,13.7515046,0.0,0.0,0.0,,15.0,19.0,17.0,16.0,18.000000000000004,20.0,21.0,14.5,20.0,21.0,0.0,0.0,0.0,0.0,0.6732408249978657,0.0,0.0,26.609999999999996
7.0,13.3,0.9,737.8,0.0,0.0,0.0,20.0,64.4,62.6,62.6,64.4,64.4,0.902815946322139,60.8,64.4,1001.01416666667,3603651.0,0.0,0.0,5.12361111111111,4.09888888888889,3.84270833333333,1565.7,1526.5,1170.7,1104.8,0.0,0.0,0.0,0.0,737.0,2608.0,3.84,23.0,3.84,61.0,0.0,1001.01416666667,0.0,61.0,64.4,63.5,67.0,65.3,68.9,68.0,58.1,16.44,89.0,13.788,741.3,43.05,14.033,-0.3,3.0,0.0,0.0,0.0,14.0,63.0,0.0,64.4,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,64.4,62.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,737.7,4.443,0.0,13.7515046,0.0,0.0,0.0,,15.0,19.0,17.0,16.0,18.000000000000004,20.0,21.0,14.5,20.0,21.0,0.0,0.0,0.0,0.0,0.6732408249978657,0.0,0.0,26.609999999999996
8.0,13.3,0.9,737.8,0.0,0.0,0.0,20.0,64.4,62.6,62.6,64.4,64.4,0.902815946322139,60.8,64.4,1001.01416666667,3603651.0,0.0,0.0,5.12361111111111,4.09888888888889,3.84270833333333,1565.7,1526.5,1170.7,1104.8,0.0,0.0,0.0,0.0,737.0,2608.0,3.84,23.0,3.84,61.0,0.0,1001.01416666667,0.0,61.0,64.4,63.5,67.0,65.3,68.9,68.0,58.1,15.9,89.0,13.793,741.2,42.88,14.036,-0.2,3.0,0.0,0.0,0.0,14.0,63.0,0.0,64.4,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,64.4,62.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,737.7,4.443,0.0,13.7593174,0.0,0.0,0.0,,15.0,19.0,17.0,16.0,18.000000000000004,20.0,21.0,14.5,20.0,21.0,0.0,0.0,0.0,0.0,0.6732408249978657,0.0,0.0,26.980000000000004
9.0,13.3,0.9,737.8,0.0,0.0,0.0,20.0,64.4,64.4,62.6,64.4,64.4,0.902815946322139,60.8,64.4,1001.01472222222,3603653.0,0.0,0.0,5.12361111111111,4.09888888888889,3.84270833333333,1565.7,1526.5,1170.7,1104.8,0.0,0.0,0.0,0.0,737.0,2608.0,3.84,24.0,3.84,64.0,0.0,1001.01472222222,0.0,61.0,64.4,63.5,67.0,65.3,68.9,68.0,58.1,15.9,89.0,13.793,741.2,42.88,14.036,-0.2,3.0,0.0,0.0,0.0,14.0,63.0,0.0,64.4,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,64.4,62.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,737.8,4.441,0.0,13.7593174,0.0,0.0,0.0,,15.0,19.0,17.0,16.0,18.000000000000004,20.0,21.0,14.5,20.0,21.0,0.0,0.0,0.0,0.0,0.6732408249978657,0.0,0.0,26.980000000000004
10.0,13.3,0.9,737.8,0.0,0.0,0.0,20.0,64.4,64.4,62.6,64.4,64.4,0.902815946322139,60.8,64.4,1001.01472222222,3603653.0,0.0,0.0,5.12361111111111,4.09888888888889,3.84270833333333,1565.7,1526.5,1170.7,1104.8,0.0,0.0,0.0,0.0,737.0,2608.0,3.84,24.0,3.84,64.0,0.0,1001.01472222222,0.0,61.0,64.4,63.5,67.0,65.3,68.9,68.0,58.1,15.45,89.0,13.796,741.2,41.79,14.032,-0.2,3.0,0.0,0.0,0.0,14.0,63.0,0.0,64.4,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,64.4,62.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,737.8,4.441,0.0,13.760294,0.0,0.0,0.0,0.0,15.0,19.0,17.0,16.0,18.000000000000004,20.0,21.0,14.5,20.0,21.0,0.0,0.0,0.0,0.0,0.6732408249978657,0.0,0.0,26.34
11.0,13.3,0.8,737.8,0.0,0.0,0.0,20.0,64.4,64.4,62.6,64.4,64.4,0.802503063397456,60.8,64.4,1001.01527777778,3603655.0,0.0,0.0,5.12361111111111,4.09888888888889,3.84270833333333,1565.7,1526.5,1170.7,1104.8,0.0,0.0,0.0,0.0,737.0,2561.0,3.84,22.0,3.84,61.0,0.0,1001.01527777778,0.0,61.0,64.4,63.5,67.0,65.3,68.9,68.0,58.1,15.45,89.0,13.796,741.2,41.79,14.032,-0.2,3.0,0.0,0.0,0.0,14.0,63.0,0.0,64.4,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,64.4,62.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,737.8,4.442,0.0,13.760294,0.0,0.0,0.0,0.0,15.0,19.0,17.0,16.0,18.000000000000004,20.0,21.0,14.5,20.0,21.0,0.0,0.0,0.0,0.0,0.6732408249978657,0.0,0.0,26.34
12.0,13.3,0.8,737.8,0.0,0.0,0.0,20.0,64.4,64.4,62.6,64.4,64.4,0.802503063397456,60.8,64.4,1001.01527777778,3603655.0,0.0,0.0,5.12361111111111,4.09888888888889,3.84270833333333,1565.7,1526.5,1170.7,1104.8,0.0,0.0,0.0,0.0,737.0,2561.0,3.84,22.0,3.84,61.0,0.0,1001.01527777778,0.0,61.0,64.4,63.5,67.0,65.3,68.9,68.0,58.1,15.07,89.0,13.798,741.3,41.85,14.04,-0.2,3.0,0.0,0.0,0.0,14.0,63.0,0.0,64.4,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,64.4,62.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,737.8,4.442,0.0,13.7417386,0.0,0.0,0.0,0.0,15.0,19.0,17.0,16.0,18.000000000000004,20.0,21.0,14.5,20.0,21.0,0.0,0.0,0.0,0.0,0.6732408249978657,0.0,0.0,26.78
13.0,13.3,0.9,737.8,0.0,0.0,0.0,20.0,64.4,64.4,62.6,64.4,64.4,0.902815946322139,60.8,64.4,1001.01583333333,3603657.0,0.0,0.0,5.12361111111111,4.09888888888889,3.84270833333333,1565.7,1526.5,1170.7,1104.8,0.0,-24.0,0.0,0.0,737.0,2561.0,3.84,12.0,3.84,64.0,0.0,1001.01583333333,0.0,61.0,64.4,63.5,67.0,65.3,68.9,68.0,58.1,15.07,89.0,13.798,741.3,41.85,14.04,-0.2,3.0,0.0,0.0,0.0,14.0,63.0,0.0,64.4,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,64.4,62.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,737.7,4.444,0.0,13.7417386,0.0,0.0,0.0,0.0,15.0,19.0,17.0,16.0,18.000000000000004,20.0,21.0,14.5,20.0,21.0,0.0,0.0,0.0,0.0,0.5984362888869919,0.0,0.0,26.78
14.0,13.3,0.9,737.8,0.0,0.0,0.0,20.0,64.4,64.4,62.6,64.4,64.4,0.902815946322139,60.8,64.4,1001.01583333333,3603657.0,0.0,0.0,5.12361111111111,4.09888888888889,3.84270833333333,1565.7,1526.5,1170.7,1104.8,0.0,-24.0,0.0,0.0,737.0,2561.0,3.84,12.0,3.84,64.0,0.0,1001.01583333333,0.0,61.0,64.4,63.5,67.0,65.3,68.9,68.0,58.1,14.79,89.0,13.801,741.3,42.02,14.033,-0.2,3.0,0.0,0.0,0.0,14.0,63.0,0.0,62.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,62.6,62.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,737.7,4.444,0.0,13.7695717,0.0,0.0,0.0,0.0,15.0,19.0,17.0,16.0,18.000000000000004,20.0,21.0,14.5,20.0,21.0,0.0,0.0,0.0,0.0,0.5984362888869919,0.0,0.0,27.230000000000004
15.0,13.3,0.8,737.7,0.0,0.0,0.0,20.0,64.4,62.6,62.6,64.4,64.4,0.802394293668072,60.8,64.4,1001.01638888889,3603659.0,0.0,0.0,5.12291666666667,4.09833333333333,3.8421875,1565.7,1526.5,1170.7,1104.8,0.0,0.0,0.0,0.0,737.0,2561.0,3.84,24.0,3.84,61.0,0.0,1001.01638888889,0.0,61.0,64.4,63.5,67.0,65.3,68.9,68.0,58.1,14.79,89.0,13.801,741.3,42.02,14.033,-0.2,3.0,0.0,0.0,0.0,14.0,63.0,0.0,62.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,62.6,62.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,737.8,4.441,0.0,13.7695717,0.0,0.0,0.0,0.0,15.0,19.0,17.0,16.0,18.000000000000004,20.0,21.0,14.5,20.0,21.0,0.0,0.0,0.0,0.0,0.6731495752248926,0.0,0.0,27.230000000000004
16.0,13.3,0.8,737.7,0.0,0.0,0.0,20.0,64.4,62.6,62.6,64.4,64.4,0.802394293668072,60.8,64.4,1001.01638888889,3603659.0,0.0,0.0,5.12291666666667,4.09833333333333,3.8421875,1565.7,1526.5,1170.7,1104.8,0.0,0.0,0.0,0.0,737.0,2561.0,3.84,24.0,3.84,61.0,0.0,1001.01638888889,0.0,61.0,64.4,63.5,67.0,65.3,68.9,68.0,58.1,14.34,89.0,13.804,741.2,40.79,14.033,-2.3,3.0,0.0,0.0,0.0,14.0,63.0,0.0,64.4,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,64.4,62.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,737.8,4.441,0.0,13.760294,0.0,0.0,0.0,0.0,15.0,19.0,17.0,16.0,18.000000000000004,20.0,21.0,14.5,20.0,21.0,0.0,0.0,0.0,0.0,0.6731495752248926,0.0,0.0,26.45
17.0,13.3,0.9,737.8,0.0,0.0,0.0,20.0,64.4,64.4,62.6,64.4,64.4,0.902815946322139,60.8,64.4,1001.01666666667,3603660.0,0.0,0.0,5.12361111111111,4.09888888888889,3.84270833333333,1565.7,1526.5,1170.7,1104.8,0.0,0.0,0.0,0.0,737.0,2561.0,3.84,24.0,3.84,64.0,0.0,1001.01666666667,0.0,61.0,64.4,63.5,67.0,65.3,68.9,68.0,58.1,14.34,89.0,13.804,741.2,40.79,14.033,-2.3,3.0,0.0,0.0,0.0,14.0,63.0,0.0,64.4,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,64.4,62.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,737.8,4.442,0.0,13.760294,0.0,0.0,0.0,0.0,15.0,19.0,17.0,16.0,18.000000000000004,20.0,21.0,14.5,20.0,21.0,0.0,0.0,0.0,0.0,0.5984362888869919,0.0,0.0,26.45
18.0,13.3,0.9,737.8,0.0,0.0,0.0,20.0,64.4,64.4,62.6,64.4,64.4,0.902815946322139,60.8,64.4,1001.01666666667,3603660.0,0.0,0.0,5.12361111111111,4.09888888888889,3.84270833333333,1565.7,1526.5,1170.7,1104.8,0.0,0.0,0.0,0.0,737.0,2561.0,3.84,24.0,3.84,64.0,0.0,1001.01666666667,0.0,61.0,64.4,63.5,67.0,65.3,68.9,68.0,58.1,14.15,89.0,13.8,741.3,42.15,14.039,1.3,3.0,0.0,0.0,0.0,14.0,63.0,0.0,62.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,62.6,62.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,737.8,4.442,0.0,13.7705483,0.0,0.0,0.0,0.0,15.0,19.0,17.0,16.0,18.000000000000004,20.0,21.0,14.5,20.0,21.0,0.0,0.0,0.0,0.0,0.5984362888869919,0.0,0.0,28.0
19.0,13.3,0.8,737.8,0.0,0.0,0.0,20.0,64.4,64.4,62.6,64.4,64.4,0.802503063397456,60.8,64.4,1001.01722222222,3603662.0,0.0,0.0,5.12361111111111,4.09888888888889,3.84270833333333,1565.7,1526.5,1170.7,1104.8,0.0,85.0,0.0,0.0,737.0,2561.0,3.84,24.0,3.84,64.0,0.0,1001.01722222222,0.0,61.0,64.4,63.5,67.0,65.3,68.9,68.0,58.1,14.15,89.0,13.8,741.3,42.15,14.039,1.3,3.0,0.0,0.0,0.0,14.0,63.0,0.0,62.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,62.6,62.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,737.7,4.443,0.0,13.7705483,0.0777268428843583,1.69422607752779,1.05274295201952,0.0036168701678279,15.0,19.0,17.0,16.0,18.000000000000004,20.0,21.0,14.5,20.0,21.0,0.0,0.9997862483098703,0.0005585579428809064,0.0005585579428809064,0.6732408249978657,0.0,0.0,28.0
20.0,13.3,0.8,737.8,0.0,0.0,0.0,20.0,64.4,64.4,62.6,64.4,64.4,0.802503063397456,60.8,64.4,1001.01722222222,3603662.0,0.0,0.0,5.12361111111111,4.09888888888889,3.84270833333333,1565.7,1526.5,1170.7,1104.8,0.0,85.0,0.0,0.0,737.0,2561.0,3.84,24.0,3.84,64.0,0.0,1001.01722222222,0.0,61.0,64.4,63.5,67.0,65.3,68.9,68.0,58.1,13.52,89.0,13.784,740.9,39.67,14.033,4.8,3.0,0.0,0.0,0.0,14.0,63.0,0.0,64.4,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,64.4,64.4,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,737.7,4.443,0.0,13.760294,0.0777268428843583,1.69422607752779,1.05274295201952,0.0036168701678279,15.0,19.0,17.0,16.0,18.000000000000004,20.0,21.0,14.5,20.0,21.0,0.6717313855831946,0.9997862483098703,0.0005585579428809064,0.0005585579428809064,0.6732408249978657,0.0,0.0,26.150000000000002
21.0,13.3,0.9,737.7,0.0,0.0,0.0,20.0,64.4,62.6,62.6,64.4,64.4,0.902693580376581,60.8,64.4,1001.01777777778,3603664.0,0.0,0.0,5.12291666666667,4.09833333333333,3.8421875,1565.7,1526.5,1170.7,1104.8,0.0,0.0,0.0,0.0,737.0,2503.0,3.84,22.0,3.84,61.0,0.0,1001.01777777778,0.0,61.0,64.4,63.5,67.0,66.2,68.9,68.0,58.1,13.52,89.0,13.784,740.9,39.67,14.033,4.8,3.0,0.0,0.0,0.0,14.0,63.0,0.0,64.4,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,64.4,64.4,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,737.7,4.443,0.0,13.760294,0.0694364222775353,0.0,0.0,0.0036168701678279,15.0,19.0,17.0,16.0,18.000000000000004,20.0,21.0,14.5,20.0,21.0,0.6717313855831946,0.0,0.0005585579428809064,0.0005585579428809064,0.5983551779776823,0.0,0.0,26.150000000000002
22.0,13.3,0.9,737.7,0.0,0.0,0.0,20.0,64.4,62.6,62.6,64.4,64.4,0.902693580376581,60.8,64.4,1001.01777777778,3603664.0,0.0,0.0,5.12291666666667,4.09833333333333,3.8421875,1565.7,1526.5,1170.7,1104.8,0.0,0.0,0.0,0.0,737.0,2503.0,3.84,22.0,3.84,61.0,0.0,1001.01777777778,0.0,61.0,64.4,63.5,67.0,66.2,68.9,68.0,58.1,13.65,89.0,13.818,741.2,41.42,14.032,4.4,3.0,0.0,0.0,0.0,14.0,63.0,0.0,62.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,62.6,62.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,737.7,4.443,0.0,13.7793377,0.0694364222775353,0.0,0.0,0.0036168701678279,15.0,19.0,17.0,16.0,18.000000000000004,20.0,21.0,14.5,20.0,21.0,0.0,0.0,0.0005585579428809064,0.0005585579428809064,0.5983551779776823,0.0,0.0,27.770000000000003
23.0,13.3,0.8,737.7,0.0,0.0,0.0,20.0,64.4,62.6,62.6,64.4,64.4,0.802394293668072,60.8,64.4,1001.01833333333,3603666.0,0.0,0.0,5.12291666666667,4.09833333333333,3.8421875,1565.7,1526.5,1170.7,1104.8,0.0,3.0,0.0,0.0,737.0,2503.0,3.84,24.0,3.84,61.0,0.0,1001.01833333333,0.0,61.0,64.4,63.5,67.0,66.2,68.9,68.0,58.1,13.65,89.0,13.818,741.2,41.42,14.032,4.4,3.0,0.0,0.0,0.0,14.0,63.0,0.0,62.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,62.6,62.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,737.7,4.443,0.0,13.7793377,0.0625522893449325,0.0,0.0,0.0036168701678279,15.0,19.0,17.0,16.0,18.000000000000004,20.0,21.0,14.5,20.0,21.0,0.0,0.0,0.0005585579428809064,0.0005585579428809064,0.6731495752248926,0.0,0.0,27.770000000000003
